id,name,class,governorate,area,lat,lon,opens_at_hh,closes_at_hh,sales_rep_id,registered_on,status_code,phone_last4
1082,El Shifa Pharmacy - Zayed,,Alexandria,Borg El Arab,30.900179,29.60848,9,1,3,2025-05-06,1,4916
1083,Union Pharm - Borg,,Alexandria,Borg El Arab,30.902016,29.598782,9,23,3,2025-02-26,0,3116
1084,Care 24 Seven,,,,,,8,23,4,2024-10-08,0,3180
1085,El Tourath Pharmacy,,,,,,9,23,4,2025-08-31,0,2430
1086,El Shifa Pharmacy,,,,,,9,1,4,2025-02-14,0,2114
1087,Elite Pharmacy - Mandara,,,,,,9,23,4,2025-03-08,0,8578
1088,Alpha Pharma,,Alexandria,Mandara,31.259097,30.009874,9,1,4,2025-06-28,0,4216
1089,City Care Pharmacy - Square,,Alexandria,Mandara,31.273839,29.99752,9,23,4,2025-01-27,0,6551
1090,El Faraby Pharmacy,,,,,,10,2,4,2025-06-02,0,6618
1091,Metro Pharmacy - Mandara,,,,,,8,1,4,2025-01-16,0,4145
1092,Al Amal Pharmacy,,Alexandria,Mandara,31.26633,30.024936,9,1,4,2025-04-28,0,6023
1093,Silver Care Pharmacy - Mandara,,Alexandria,Mandara,31.268095,29.993723,9,2,4,2024-09-21,0,6713
1094,El Shifa Pharmacy,,,,,,8,23,4,2025-09-03,0,4574
1095,Care 24 Seven - Helwan,,Alexandria,Mandara,31.283014,30.018048,9,23,4,2025-08-28,1,5617
1096,Nile Care Pharmacy,,,,,,8,23,4,2025-08-06,1,5009
1097,Health Gate Pharmacy,,Alexandria,Mandara,31.256684,29.99383,9,1,4,2025-04-05,1,5301
1098,Alpha Pharma - Mandara,,,,,,9,1,4,2025-06-14,0,1623
1099,Family Pharmacy - Dokki,,Alexandria,Mandara,31.258453,30.002722,9,23,4,2024-11-20,0,6967
1100,Pharma Plus - Mandara,,Alexandria,Mandara,31.288907,30.026847,10,23,4,2024-12-05,0,7961
1101,Sunrise Pharmacy - Helwan,,Alexandria,Mandara,31.262175,30.002136,9,23,4,2025-04-01,0,8960
1102,Silver Care Pharmacy - Mandara,,Alexandria,Mandara,31.275306,29.996371,9,2,4,2024-12-18,0,2296
1103,Union Pharm - Maadi,,Alexandria,Mandara,31.270431,30.008593,9,1,4,2025-05-07,0,9857
1104,Better Life Pharmacy,,,,,,9,2,4,2025-03-03,0,6595
1105,Blue Wave Pharmacy,,,,,,8,23,4,2025-02-09,0,6202
1106,Care 24 Seven,,,,,,9,1,4,2024-11-28,0,8696
1107,El Zahraa Pharmacy,,,,,,8,23,4,2025-08-21,0,7600
1108,Dr Medhat Pharmacy - Montaza,,Alexandria,Mandara,31.281295,29.998769,9,23,4,2025-07-02,0,3589
1109,El Shifa Pharmacy,,,,,,9,23,4,2025-05-11,0,7957
1110,Salamtek Pharmacy,,Alexandria,Mandara,31.271401,30.019702,10,23,4,2024-12-16,0,8907
1111,Nile Care Pharmacy - Mandara,,Alexandria,Mandara,31.258077,29.999917,9,23,4,2025-04-29,1,6246
1112,Ebn Sina Pharmacy - Square,,,,,,9,1,4,2025-02-26,1,5138
1113,Sunrise Pharmacy - Marg,,Alexandria,Mandara,31.260362,30.027015,8,23,4,2025-06-02,0,6651
1114,Life Line Pharmacy,,Alexandria,Montaza,31.266226,29.976112,9,23,5,2025-02-28,0,9458
1115,Care 24 Seven - Obour,,Alexandria,Montaza,31.26783,30.007966,9,23,5,2024-09-29,0,4387
1116,City Care Pharmacy - Maadi,,,,,,10,23,5,2024-11-19,0,1994
1117,Elite Pharmacy,,Alexandria,Montaza,31.262499,29.976736,9,23,5,2024-11-11,0,1128
1118,Nile Care Pharmacy - Montaza,,Alexandria,Montaza,31.246797,29.981575,9,23,5,2025-01-26,0,6307
1119,El Zahraa Pharmacy - Montaza,,Alexandria,Montaza,31.262033,29.993607,9,23,5,2025-04-10,0,7807
1120,El Nasr Pharmacy,,,,,,9,23,5,2025-05-03,1,8574
1121,Silver Care Pharmacy - Montaza,,Alexandria,Montaza,31.255033,29.98243,10,23,5,2025-07-22,0,4323
1122,El Zahraa Pharmacy - Rehab View,,Alexandria,Montaza,31.253224,29.983943,9,1,5,2025-02-14,0,8038
1123,Hope Pharmacy,,,,,,9,1,5,2025-07-03,0,6888
1124,Union Pharm - Montaza,,,,,,8,23,5,2025-04-23,0,6425
1125,El Faraby Pharmacy,,,,,,9,23,5,2025-03-31,0,5305
1126,Life Line Pharmacy,,Alexandria,Montaza,31.259868,29.997342,9,23,5,2025-04-12,0,1791
1127,Blue Wave Pharmacy - Oct City,,,,,,10,23,5,2025-09-12,0,9500
1128,Alpha Pharma - Montaza,,,,,,9,23,5,2025-07-04,0,6563
1129,Al Amal Pharmacy,,,,,,9,1,5,2024-11-10,1,1927
1130,Silver Care Pharmacy - Montaza,,,,,,9,23,5,2025-07-06,0,7352
1131,Silver Care Pharmacy,,,,,,9,1,5,2024-12-23,0,9874
1132,El Shifa Pharmacy - Marg,,Alexandria,Montaza,31.243697,29.999569,9,2,5,2025-05-30,0,8452
1133,Family Pharmacy - Obour,,,,,,10,23,5,2025-04-11,0,8419
1134,Pharma Plus - Montaza,,Alexandria,Montaza,31.251271,29.983754,10,1,5,2025-01-01,0,9703
1135,El Shifa Pharmacy - Oct City,,Alexandria,Montaza,31.266466,29.977492,9,2,5,2024-09-08,0,3222
1136,Dr Medhat Pharmacy - Haram,,,,,,9,23,5,2024-09-11,0,3216
1137,Pharma Plus - Banha,,,,,,9,23,5,2025-07-13,0,4727
1138,Al Nozha Pharmacy,,Alexandria,Montaza,31.275404,29.993307,10,23,5,2024-11-15,0,2312
1139,Hope Pharmacy - Montaza,,Alexandria,Montaza,31.265273,29.975051,8,1,5,2025-08-07,0,2422
1140,Alpha Pharma,,,,,,9,1,5,2025-04-29,1,3679
1141,El Faraby Pharmacy,,,,,,9,2,5,2025-05-22,0,3285
1142,El Baraka Pharmacy - Rehab View,,Alexandria,Montaza,31.257194,30.005935,9,23,5,2025-07-01,1,2415
1143,Dr Medhat Pharmacy - Agami,,,,,,9,23,5,2025-05-28,0,6383
1144,Family Pharmacy,,Alexandria,Montaza,31.260692,30.000597,8,2,5,2024-10-23,0,6870
1145,Blue Wave Pharmacy,,Alexandria,Montaza,31.255273,29.995538,9,23,5,2024-12-23,0,6522
1146,El Faraby Pharmacy - Sidi,,Alexandria,Sidi Gaber,31.212593,29.932071,8,23,6,2024-10-14,0,5277
1147,Life Line Pharmacy,,Alexandria,Sidi Gaber,31.219539,29.940204,9,23,6,2025-09-06,0,2206
1148,El Hokama Pharmacy - Helwan,,,,,,8,23,6,2025-04-24,0,4305
1149,Silver Care Pharmacy - Sidi,,Alexandria,Sidi Gaber,31.239634,29.941054,9,23,6,2025-07-24,0,6536
1150,Family Pharmacy - Banha,,Alexandria,Sidi Gaber,31.237986,29.934659,8,23,6,2025-08-12,0,3256
1151,Ebn Sina Pharmacy - Sidi,,,,,,9,23,6,2025-09-02,0,9646
1152,Mira Pharmacy - Sidi,,Alexandria,Sidi Gaber,31.210516,29.946559,9,1,6,2025-06-19,0,5809
1153,Misr Pharmacy - Sidi,,Alexandria,Sidi Gaber,31.210458,29.936865,10,23,6,2025-07-15,0,1821
1154,El Baraka Pharmacy,,Alexandria,Sidi Gaber,31.225364,29.949485,10,23,6,2025-04-02,0,5469
1155,El Nasr Pharmacy - Banha,,,,,,9,1,6,2025-05-30,0,3841
1156,El Hokama Pharmacy,,Alexandria,Sidi Gaber,31.227384,29.96264,9,2,6,2025-09-02,0,7078
1157,El Faraby Pharmacy - Sidi,,Alexandria,Sidi Gaber,31.244718,29.964275,9,23,6,2025-05-17,0,4025
1158,Star Care Pharmacy,,Alexandria,Sidi Gaber,31.238757,29.939941,8,1,6,2024-11-27,0,1589
1159,Mira Pharmacy,,,,,,9,23,6,2024-12-02,0,6023
1160,Golden Care Pharmacy,,,,,,10,23,6,2024-12-08,0,6751
1161,El Hokama Pharmacy,,Alexandria,Sidi Gaber,31.21843,29.953788,9,23,6,2025-01-05,0,8002
1162,El Hokama Pharmacy - Square,,,,,,10,23,6,2025-01-25,0,9503
1163,Angel Pharmacy - Sidi,,Alexandria,Sidi Gaber,31.242381,29.962285,10,23,6,2025-08-29,0,2031
1164,Salamtek Pharmacy,,Alexandria,Sidi Gaber,31.241368,29.93438,8,23,6,2025-06-06,0,8736
1165,Care 24 Seven - Square,,Alexandria,Sidi Gaber,31.242097,29.945952,8,1,6,2024-11-16,1,9333
1166,Seha First Pharmacy - Sidi,,,,,,8,23,6,2025-04-27,0,3980
1167,Mira Pharmacy - Smouha,,Alexandria,Sidi Gaber,31.229701,29.943572,9,23,6,2025-05-21,0,3107
1168,El Baraka Pharmacy - Square,,,,,,9,23,6,2025-08-02,0,9613
1169,City Care Pharmacy - Zayed,,,,,,9,23,6,2025-05-23,1,4586
1170,Care 24 Seven,,,,,,10,23,6,2025-07-10,0,3658
1171,Green Leaf Pharmacy - Haram,,Alexandria,Sidi Gaber,31.215475,29.964224,9,23,6,2025-02-12,0,3680
1172,Family Pharmacy - Sidi,,,,,,9,23,6,2025-06-14,1,6315
1173,Pharma Plus - Sidi,,,,,,8,1,6,2025-01-22,0,5285
1174,Angel Pharmacy - Faisal,,,,,,9,1,6,2025-03-26,0,6199
1175,El Tourath Pharmacy - Sidi,,Alexandria,Sidi Gaber,31.213786,29.948069,9,23,6,2024-10-11,0,8420
1176,El Hokama Pharmacy,,Alexandria,Sidi Gaber,31.235314,29.957632,8,23,6,2025-06-19,1,5217
1177,Sunrise Pharmacy,,Alexandria,Sidi Gaber,31.218263,29.933918,10,23,6,2024-11-20,1,9674
1178,El Faraby Pharmacy - Imbaba,,Alexandria,Sidi Gaber,31.240018,29.958672,10,23,6,2024-11-01,0,8613
1179,El Zahraa Pharmacy - Square,,Alexandria,Sidi Gaber,31.245695,29.966829,9,23,6,2025-08-13,0,9491
1180,Al Amal Pharmacy,,,,,,9,1,6,2024-11-16,0,2950
1181,Health Gate Pharmacy,,Alexandria,Sidi Gaber,31.221629,29.937048,9,23,6,2024-10-21,0,6125
1182,Blue Wave Pharmacy,,Alexandria,Sidi Gaber,31.244208,29.944999,9,1,6,2025-07-28,0,4653
1183,Mira Pharmacy - Marg,,,,,,8,23,6,2024-11-28,0,8998
1184,Golden Care Pharmacy - Shubra,,,,,,9,23,6,2025-03-19,1,1570
1185,Mira Pharmacy - Dokki,,,,,,8,23,6,2025-09-07,0,2014
1186,Star Care Pharmacy,,Alexandria,Smouha,31.207602,29.954284,8,23,7,2024-10-14,1,1590
1187,Pharma Plus - Nozha,,Alexandria,Smouha,31.207153,29.961919,10,23,7,2024-11-30,0,8578
1188,El Baraka Pharmacy,,Alexandria,Smouha,31.226392,29.928389,8,23,7,2025-04-21,0,4441
1189,Mira Pharmacy - Smouha,,,,,,9,23,7,2024-09-01,0,5138
1190,El Shifa Pharmacy,,,,,,10,1,7,2025-03-13,0,8657
1191,Silver Care Pharmacy,,Alexandria,Smouha,31.200896,29.941356,8,23,7,2024-12-16,0,6915
1192,Golden Care Pharmacy - Smouha,,Alexandria,Smouha,31.200527,29.927187,9,23,7,2025-02-13,0,5603
1193,El Faraby Pharmacy - Smouha,,Alexandria,Smouha,31.196543,29.95546,10,23,7,2024-10-12,2,8760
1194,Misr Pharmacy - Helwan,,Alexandria,Smouha,31.204385,29.943101,9,23,7,2025-08-19,0,5954
1195,Misr Pharmacy,,,,,,9,23,7,2025-04-20,0,3560
1196,El Zahraa Pharmacy - Agami,,,,,,8,23,7,2025-01-20,0,4915
1197,Al Amal Pharmacy - Obour,,Alexandria,Smouha,31.227221,29.931705,9,1,7,2025-06-19,0,2637
1198,Green Leaf Pharmacy - Smouha,,,,,,10,23,7,2025-08-01,0,4279
1199,El Tourath Pharmacy,,,,,,8,23,7,2024-09-17,0,6079
1200,Family Pharmacy,,Alexandria,Smouha,31.193112,29.930726,9,1,7,2024-09-09,0,7902
1201,Salamtek Pharmacy,,,,,,9,23,7,2025-04-23,0,4436
1202,Alpha Pharma,,Alexandria,Smouha,31.203631,29.928785,9,23,7,2025-08-05,0,8212
1203,El Hokama Pharmacy - Smouha,,Alexandria,Smouha,31.208022,29.952448,9,23,7,2024-09-02,0,8596
1204,Dr Medhat Pharmacy - Faisal,,,,,,9,1,7,2025-02-14,0,1406
1205,Union Pharm,,,,,,10,1,7,2025-07-01,0,9660
1206,El Faraby Pharmacy - Smouha,,,,,,9,23,7,2024-09-03,0,2661
1207,Ebn Sina Pharmacy - Smouha,,Alexandria,Smouha,31.207275,29.927858,9,2,7,2025-06-02,0,7174
1208,Elite Pharmacy,,Alexandria,Smouha,31.217396,29.940719,8,1,7,2024-12-26,0,3306
1209,Misr Pharmacy,,,,,,9,23,7,2024-10-13,0,2097
1210,Life Line Pharmacy - Smouha,,Alexandria,Smouha,31.205352,29.941094,9,1,7,2025-08-26,0,9536
1211,Golden Care Pharmacy,,,,,,9,1,7,2025-01-02,0,5605
1212,El Zahraa Pharmacy - Haram,,Alexandria,Smouha,31.204001,29.929311,9,23,7,2025-03-20,0,3504
1213,Omega Pharmacy,,,,,,10,23,7,2024-10-31,0,4215
1214,El Faraby Pharmacy - Rehab View,,,,,,8,2,7,2025-09-15,0,5197
1215,Green Leaf Pharmacy,,Alexandria,Smouha,31.220731,29.929358,9,23,7,2025-07-13,0,9436
1216,Nile Care Pharmacy,,Alexandria,Smouha,31.201451,29.955989,8,23,7,2024-09-30,0,8266
1217,Mira Pharmacy,,Alexandria,Smouha,31.215842,29.940502,9,1,7,2025-07-29,0,3918
1218,Care 24 Seven - Obour,,,,,,10,23,7,2025-06-03,0,2228
1219,Ebn Sina Pharmacy - Smouha,,Alexandria,Smouha,31.222112,29.942865,8,23,7,2025-07-06,0,1093
1220,Family Pharmacy,,,,,,9,2,7,2024-11-19,0,5194
1221,Al Nozha Pharmacy,,,,,,9,23,7,2025-03-24,0,5261
1222,Health Gate Pharmacy,,Alexandria,Smouha,31.219913,29.955702,9,23,7,2024-12-16,0,8765
1223,City Care Pharmacy - Smouha,,Alexandria,Smouha,31.209301,29.961566,8,23,7,2025-02-06,0,4746
1224,Family Pharmacy - Smouha,,,,,,8,23,7,2024-12-15,0,8981
1225,Al Amal Pharmacy - Banha,,Alexandria,Smouha,31.192056,29.934948,9,2,7,2025-04-26,0,5393
1226,Sunrise Pharmacy,,Alexandria,Smouha,31.198443,29.945194,9,23,7,2024-09-13,0,1884
1227,Better Life Pharmacy - Smouha,,,,,,10,23,7,2024-10-04,0,4076
1228,Seha First Pharmacy - Marg,,,,,,8,2,7,2024-09-13,0,9332
1229,Pharma Plus - Square,,,,,,9,23,7,2024-11-10,0,6481
1230,Misr Pharmacy - Dokki,,Alexandria,Smouha,31.2201,29.959603,9,23,7,2024-09-27,0,5824
1231,Elite Pharmacy,,Alexandria,Smouha,31.205233,29.933303,9,23,7,2025-03-22,1,4828
1232,Seha First Pharmacy - Oct City,,Alexandria,Smouha,31.214941,29.953544,9,23,7,2025-03-15,0,6911
1233,Salamtek Pharmacy - Smouha,,,,,,8,2,7,2025-01-04,0,2803
1234,Elite Pharmacy - Smouha,,Alexandria,Smouha,31.218655,29.938499,8,1,7,2024-10-05,1,7018
1235,Seha First Pharmacy,,Alexandria,Smouha,31.194861,29.935253,9,23,7,2025-03-18,1,7119
1236,Hope Pharmacy - Imbaba,,Alexandria,Smouha,31.223233,29.945287,9,23,7,2025-08-23,0,5629
1237,Green Leaf Pharmacy - Agami,,Alexandria,Smouha,31.198238,29.949563,9,1,7,2024-11-29,0,6881
1238,Green Leaf Pharmacy - Smouha,,Alexandria,Smouha,31.224179,29.954632,8,23,7,2025-05-15,0,5941
1239,City Care Pharmacy,,Alexandria,Smouha,31.225271,29.958152,10,1,7,2025-05-19,0,2201
1240,Care 24 Seven - Oct City,,Alexandria,Smouha,31.192931,29.946737,8,1,7,2025-09-12,0,5750
1241,Misr Pharmacy - Obour,,,,,,9,23,7,2024-10-30,0,2882
1242,Golden Care Pharmacy - Smouha,,,,,,10,23,7,2025-03-19,0,8550
1243,El Nasr Pharmacy,,Alexandria,Smouha,31.217687,29.935843,8,2,7,2024-09-29,0,4304
1244,Ebn Sina Pharmacy - Dokki,,,,,,9,23,7,2025-03-26,0,1812
1245,Elite Pharmacy - Zayed,,,,,,9,23,7,2024-12-30,0,6558
1246,Life Line Pharmacy,,,,,,9,1,7,2025-03-16,0,2920
1247,Angel Pharmacy,,,,,,9,23,7,2025-07-03,0,4048
1248,Angel Pharmacy,,,,,,9,2,7,2025-01-10,0,1773
1249,Al Amal Pharmacy - Zayed,,,,,,9,2,7,2025-03-31,0,3162
1250,Salamtek Pharmacy - Smouha,,,,,,9,23,7,2025-07-05,0,5628
1251,El Faraby Pharmacy,,Alexandria,Smouha,31.218071,29.94265,9,23,7,2025-06-22,0,2603
1252,Care 24 Seven - Marg,,Alexandria,Smouha,31.200978,29.929652,9,23,7,2025-03-20,0,3025
1253,Seha First Pharmacy - Marg,,,,,,8,23,7,2025-06-19,0,5636
1254,Better Life Pharmacy - Imbaba,,Alexandria,Smouha,31.192134,29.941385,9,23,7,2025-08-17,0,6343
1255,Union Pharm - Smouha,,Alexandria,Smouha,31.22426,29.949414,10,23,7,2025-01-14,0,7944
1256,El Hokama Pharmacy,,,,,,10,23,7,2025-04-10,0,4617
1257,Blue Wave Pharmacy - Smouha,,Alexandria,Smouha,31.210928,29.96137,8,23,7,2025-02-03,0,4370
1258,El Hokama Pharmacy - Maadi,,Alexandria,Smouha,31.193392,29.93048,8,1,7,2025-08-21,0,6234
1259,El Hokama Pharmacy,,,,,,9,2,7,2025-07-11,0,7235
1260,Ebn Sina Pharmacy - Smouha,,,,,,10,23,7,2024-12-08,0,1138
1261,Alpha Pharma - Smouha,,,,,,10,2,7,2025-06-20,0,1408
1262,Life Line Pharmacy - Smouha,,Alexandria,Smouha,31.207333,29.937135,9,23,7,2025-01-30,0,4168
1263,Elite Pharmacy - Agami,,Alexandria,Smouha,31.210925,29.945415,10,23,7,2024-10-09,0,7911
1264,Misr Pharmacy - Smouha,,,,,,10,23,7,2025-09-08,0,1117
1265,El Hokama Pharmacy - Shubra,,Alexandria,Smouha,31.216338,29.961108,9,23,7,2025-05-25,0,3419
1266,Health Gate Pharmacy - Smouha,,Alexandria,Smouha,31.192008,29.927317,9,23,7,2025-01-29,0,7610
1267,Nile Care Pharmacy,,Alexandria,Smouha,31.208453,29.937436,9,23,7,2024-11-08,0,4699
1268,Metro Pharmacy,,,,,,9,23,7,2024-11-30,0,3116
1269,Silver Care Pharmacy - Zayed,,,,,,9,1,7,2025-06-16,0,6732
1270,Life Line Pharmacy - Smouha,,Alexandria,Smouha,31.196132,29.961941,9,23,7,2025-06-07,0,2594
1271,Dr Medhat Pharmacy,,,,,,9,23,7,2025-01-15,0,7233
1272,Health Gate Pharmacy,,Alexandria,Smouha,31.221265,29.940949,9,1,7,2025-06-02,0,7792
1273,El Faraby Pharmacy - Rehab View,,Alexandria,Smouha,31.223377,29.945596,10,23,7,2025-05-13,0,5964
1274,El Hokama Pharmacy - Smouha,,,,,,9,23,7,2024-10-26,0,8357
1275,Health Gate Pharmacy,,Alexandria,Smouha,31.217753,29.959356,9,23,7,2025-03-05,0,9253
1276,Better Life Pharmacy,,Alexandria,Smouha,31.221276,29.938342,9,23,7,2025-01-11,0,3939
1277,Misr Pharmacy,,,,,,9,23,7,2025-04-16,0,5120
1278,City Care Pharmacy,,Alexandria,Smouha,31.203419,29.928248,9,23,7,2024-10-15,0,5101
1279,Metro Pharmacy,,,,,,9,2,7,2025-01-23,0,2681
1280,Nile Care Pharmacy,,Alexandria,Smouha,31.219235,29.944973,8,2,7,2024-11-26,0,9536
